ADRCD_NM,ADRCD_CD,LCTN_SC_CODE,SCHUL_CODE,SCHUL_NM,SCHUL_KND_SC_CODE,PBAN_EXCP_YN,SEM_STR,AIR_BACT_STB_YN,AIR_BACT_RSLT_NMVL,AIR_BACT_RSLT_NMVL_2,FALL_BACT_STB_YN,FALL_BACT_RSLT_NMVL,FALL_BACT_RSLT_NMVL_2,MITE_STB_YN,MITE_RSLT_NMVL,MITE_RSLT_NMVL_2,RN_STB_YN,RN_RSLT_NMVL,RN_RSLT_NMVL_2,O3_STB_YN,O3_RSLT_NMVL,O3_RSLT_NMVL_2,ASBESTOS_STB_YN,ASBESTOS_RSLT_NMVL,ASBESTOS_RSLT_NMVL_2
서울특별시 강북구,1130510100.0,1,S010002297,서울미양초등학교,2,N,하반기,적합,260.0,,해당없음,,,해당없음,,,적합,32.0,,적합,0.01,,해당없음,,
서울특별시 강북구,1130510200.0,1,S010002298,서울번동초등학교,2,N,상반기,적합,265.0,,해당없음,,,적합,20.0,,적합,28.9,,적합,0.0015,,해당없음,,
서울특별시 강북구,1130510200.0,1,S010002298,서울번동초등학교,2,N,하반기,적합,72.0,,해당없음,,,적합,20.0,,적합,87.0,,적합,0.01,,해당없음,,
서울특별시 강북구,1130510100.0,1,S010002299,서울삼각산초등학교,2,N,상반기,적합,218.5,285.8,해당없음,,,적합,0.0,0.0,적합,68.2,18.9,적합,0.019,0.012,해당없음,,
서울특별시 강북구,1130510100.0,1,S010002299,서울삼각산초등학교,2,N,하반기,적합,735.0,,해당없음,,,적합,20.0,,적합,18.9,,적합,0.01,,해당없음,,
서울특별시 성북구,1129011300.0,1,S010002300,서울삼선초등학교,2,N,상반기,적합,216.0,,적합,0.3,,적합,20.0,,적합,25.0,,적합,0.01,,적합,0.002,
서울특별시 성북구,1129011300.0,1,S010002300,서울삼선초등학교,2,N,하반기,적합,157.0,,적합,1.0,,적합,20.0,,적합,25.0,,적합,0.02,,적합,0.01,
서울특별시 강북구,1130510100.0,1,S010002301,서울삼양초등학교,2,N,상반기,적합,665.0,731.0,해당없음,,,적합,0.0,,적합,72.2,,적합,0.024,0.023,적합,0.0,0.0
서울특별시 강북구,1130510100.0,1,S010002301,서울삼양초등학교,2,N,하반기,적합,29.0,,적합,3.0,,적합,20.0,,적합,61.0,,적합,0.01,,적합,0.0,
서울특별시 성북구,1129013900.0,1,S010002302,서울석관초등학교,2,N,상반기,적합,,,적합,,,적합,,,적합,,,적합,,,적합,,
서울특별시 성북구,1129013900.0,1,S010002302,서울석관초등학교,2,N,하반기,적합,771.0,,적합,3.0,,적합,20.0,,적합,25.2,,적합,0.04,,해당없음,,
서울특별시 성북구,1129010100.0,1,S010002303,서울성북초등학교,2,N,상반기,적합,225.6,,적합,3.7,,적합,20.0,,적합,31.6,,적합,0.02,,적합,0.003,
서울특별시 성북구,1129010100.0,1,S010002303,서울성북초등학교,2,N,하반기,적합,266.5,,적합,3.0,,적합,20.0,,적합,49.7,,적합,0.02,,적합,0.0,
서울특별시 강북구,1130510100.0,1,S010002304,서울송중초등학교,2,N,상반기,적합,740.0,,해당없음,,,적합,20.0,,적합,24.6,,적합,0.02,,적합,0.01,
서울특별시 강북구,1130510100.0,1,S010002304,서울송중초등학교,2,N,하반기,적합,110.0,,해당없음,,,적합,20.0,,적합,32.0,,적합,0.01,,적합,0.0,
서울특별시 강북구,1130510100.0,1,S010002305,서울송천초등학교,2,N,상반기,적합,678.0,,해당없음,,,적합,20.0,,적합,16.2,,적합,0.015,,적합,0.01,
서울특별시 강북구,1130510100.0,1,S010002305,서울송천초등학교,2,N,하반기,적합,432.0,,해당없음,,,적합,20.0,,적합,32.0,,적합,0.01,,적합,0.0,
서울특별시 강북구,1130510200.0,1,S010002306,서울수송초등학교,2,N,상반기,적합,258.0,,해당없음,,,적합,20.0,,적합,75.2,,적합,0.01,,적합,0.01,
서울특별시 강북구,1130510200.0,1,S010002306,서울수송초등학교,2,N,하반기,적합,142.0,,해당없음,,,적합,0.0,,적합,20.0,,적합,0.02,,적합,0.0,
서울특별시 강북구,1130510300.0,1,S010002307,서울수유초등학교,2,N,상반기,적합,215.0,,적합,0.7,,적합,20.0,,적합,55.5,,적합,0.01,,미실시,,
서울특별시 강북구,1130510300.0,1,S010002307,서울수유초등학교,2,N,하반기,적합,616.8,,적합,4.3,,적합,20.0,,적합,55.5,,적합,0.01,,미실시,,
서울특별시 성북구,1129013600.0,1,S010002308,서울숭곡초등학교,2,N,상반기,적합,267.0,771.0,적합,0.0,0.0,적합,20.0,,적합,39.1,,적합,0.006,0.012,해당없음,,
서울특별시 성북구,1129013600.0,1,S010002308,서울숭곡초등학교,2,N,하반기,적합,719.0,,적합,1.0,,적합,20.0,,적합,84.7,,적합,0.0,,해당없음,,
서울특별시 성북구,1129013300.0,1,S010002309,서울숭덕초등학교,2,N,상반기,적합,637.0,745.0,적합,1.0,2.0,적합,20.0,20.0,적합,29.8,42.7,적합,0.016,0.016,적합,0.0,0.0
서울특별시 성북구,1129013300.0,1,S010002309,서울숭덕초등학교,2,N,하반기,적합,321.0,,미실시,,,적합,20.0,,적합,37.8,,적합,0.02,,적합,0.01,
서울특별시 성북구,1129013500.0,1,S010002310,서울숭례초등학교,2,N,상반기,적합,246.25,,해당없음,,,적합,20.0,,적합,90.0,,적합,0.025,,적합,0.009,
서울특별시 성북구,1129013500.0,1,S010002310,서울숭례초등학교,2,N,하반기,적합,113.0,,해당없음,,,적합,20.0,,적합,60.0,,적합,0.03,,적합,0.0,
서울특별시 성북구,1129013600.0,1,S010002311,서울숭인초등학교,2,N,상반기,적합,85.0,,적합,3.0,,적합,20.0,,적합,75.0,,적합,0.012,,해당없음,,
서울특별시 성북구,1129013600.0,1,S010002311,서울숭인초등학교,2,N,하반기,적합,699.0,,적합,2.0,,적합,20.0,,적합,98.0,,적합,0.02,,해당없음,,
서울특별시 성북구,1129012200.0,1,S010002312,서울안암초등학교,2,N,상반기,적합,168.0,188.0,해당없음,,,적합,20.0,,적합,65.7,,적합,0.028,0.011,해당없음,,
서울특별시 성북구,1129012200.0,1,S010002312,서울안암초등학교,2,N,하반기,적합,174.0,,미실시,,,적합,20.0,,적합,72.0,,적합,0.01,,적합,0.0,
서울특별시 강북구,1130510200.0,1,S010002313,서울오현초등학교,2,N,상반기,적합,567.0,,적합,0.0,,적합,20.0,,적합,46.0,,적합,0.025,,적합,0.0,
서울특별시 강북구,1130510200.0,1,S010002313,서울오현초등학교,2,N,하반기,적합,399.0,,미실시,,,적합,20.0,,적합,40.0,,적합,0.01,,적합,0.0,
서울특별시 강북구,1130510300.0,1,S010002314,서울우이초등학교,2,N,상반기,적합,184.0,,해당없음,,,적합,20.0,,적합,83.8,,적합,0.017,,해당없음,,
서울특별시 강북구,1130510300.0,1,S010002314,서울우이초등학교,2,N,하반기,적합,741.0,,해당없음,,,적합,20.0,,적합,60.0,,적합,0.02,,해당없음,,
서울특별시 성북구,1129013800.0,1,S010002315,서울월곡초등학교,2,N,상반기,적합,702.0,,미실시,,,적합,20.0,,적합,21.3,,적합,0.025,,적합,0.01,
서울특별시 성북구,1129013800.0,1,S010002315,서울월곡초등학교,2,N,하반기,적합,108.0,,미실시,,,적합,20.0,,적합,60.0,,적합,0.01,,적합,0.0,
서울특별시 강북구,1130510300.0,1,S010002316,서울유현초등학교,2,N,상반기,적합,110.0,577.0,적합,0.0,,적합,0.0,,적합,29.6,,적합,0.015,0.019,적합,0.0,
서울특별시 강북구,1130510300.0,1,S010002316,서울유현초등학교,2,N,하반기,적합,445.0,464.0,적합,0.0,,적합,20.0,,적합,32.0,,적합,0.01,,적합,0.0,
서울특별시 강북구,1130510300.0,1,S010002317,서울인수초등학교,2,N,상반기,적합,640.0,,적합,0.0,,적합,20.0,,적합,138.8,,적합,0.017,,적합,0.001,
서울특별시 강북구,1130510300.0,1,S010002317,서울인수초등학교,2,N,하반기,적합,642.0,,해당없음,,,적합,20.0,,적합,24.0,,적합,0.01,,적합,0.0,
서울특별시 성북구,1129013500.0,1,S010002318,서울일신초등학교,2,N,상반기,적합,770.0,,적합,0.0,,적합,20.0,,적합,35.9,,적합,0.047,,적합,0.01,
서울특별시 성북구,1129013500.0,1,S010002318,서울일신초등학교,2,N,하반기,적합,187.0,,해당없음,,,적합,20.0,,적합,45.0,,적합,0.01,,적합,0.0,
서울특별시 성북구,1129013800.0,1,S010002319,서울장곡초등학교,2,N,상반기,적합,80.0,,미실시,,,적합,0.0,,적합,45.1,,적합,0.013,,적합,0.01,
서울특별시 성북구,1129013800.0,1,S010002319,서울장곡초등학교,2,N,하반기,적합,329.0,,해당없음,,,적합,20.0,,적합,60.0,,적합,0.01,,적합,0.0,
서울특별시 성북구,1129013800.0,1,S010002320,서울장위초등학교,2,N,상반기,적합,508.0,,해당없음,,,적합,20.0,,적합,16.0,,적합,0.032,,해당없음,,
서울특별시 성북구,1129013800.0,1,S010002320,서울장위초등학교,2,N,하반기,적합,92.0,,해당없음,,,적합,20.0,,적합,63.0,,적합,0.01,,해당없음,,
서울특별시 성북구,1129011000.0,1,S010002321,서울정덕초등학교,2,N,상반기,적합,431.0,,해당없음,,,적합,20.0,,적합,32.8,,적합,0.025,,적합,0.0,
서울특별시 성북구,1129011000.0,1,S010002321,서울정덕초등학교,2,N,하반기,적합,271.0,,미실시,,,미실시,,,적합,67.0,,적합,0.01,,적합,0.0,
서울특별시 성북구,1129013300.0,1,S010002322,서울정릉초등학교,2,N,상반기,적합,271.0,,해당없음,,,적합,20.0,,적합,56.0,,적합,0.015,,적합,0.006,
서울특별시 성북구,1129013300.0,1,S010002322,서울정릉초등학교,2,N,하반기,적합,271.0,,해당없음,,,적합,20.0,,적합,56.0,,적합,0.01,,적합,0.0,
서울특별시 성북구,1129013300.0,1,S010002323,서울정수초등학교,2,N,상반기,적합,106.0,,해당없음,,,적합,0.0,,적합,35.2,,적합,0.012,,적합,0.0,
서울특별시 성북구,1129013300.0,1,S010002323,서울정수초등학교,2,N,하반기,적합,176.0,,해당없음,,,적합,19.0,,적합,99.0,,적합,0.01,,해당없음,,
서울특별시 성북구,1129013300.0,1,S010002324,서울청덕초등학교,2,N,상반기,적합,639.0,,해당없음,,,적합,20.0,,적합,84.4,,적합,0.017,,적합,0.01,
서울특별시 성북구,1129013300.0,1,S010002324,서울청덕초등학교,2,N,하반기,적합,168.0,,해당없음,,,적합,20.0,,미실시,,,적합,0.02,,적합,0.0,
서울특별시 강북구,1130510100.0,1,S010002325,서울화계초등학교,2,N,상반기,적합,366.0,,해당없음,,,적합,20.0,,적합,92.0,,적합,0.015,,적합,0.009,
서울특별시 강북구,1130510100.0,1,S010002325,서울화계초등학교,2,N,하반기,적합,366.0,,해당없음,,,적합,20.0,,적합,92.0,,적합,0.02,,적합,0.0,
서울특별시 중구,1114016200.0,1,S010002369,서울광희초등학교,2,N,상반기,적합,182.0,124.0,적합,1.0,4.0,적합,20.0,,적합,69.0,24.0,적합,0.001,0.002,해당없음,,
서울특별시 중구,1114016200.0,1,S010002369,서울광희초등학교,2,N,하반기,적합,209.0,,적합,2.0,,적합,20.0,,적합,59.0,,적합,0.02,,적합,0.0,
서울특별시 종로구,1111013400.0,1,S010002370,서울교동초등학교,2,N,상반기,적합,227.0,,적합,4.0,,적합,20.0,,적합,64.0,,적합,0.02,,적합,0.002,
서울특별시 종로구,1111013400.0,1,S010002370,서울교동초등학교,2,N,하반기,적합,229.0,,적합,4.0,,적합,20.0,,적합,64.0,,적합,0.02,,적합,0.0,
서울특별시 용산구,1117011900.0,1,S010002371,서울금양초등학교,2,N,상반기,적합,64.0,,적합,1.0,,적합,20.0,,적합,17.4,,적합,0.053,,적합,0.004,
서울특별시 용산구,1117011900.0,1,S010002371,서울금양초등학교,2,N,하반기,적합,572.0,,적합,6.0,,적합,0.2,,적합,0.0,,부적합,0.26,,적합,0.0,
서울특별시 중구,1114012900.0,1,S010002372,서울남산초등학교,2,N,상반기,적합,285.0,289.0,적합,1.0,0.0,적합,20.0,20.0,적합,27.0,148.0,적합,0.01,0.015,적합,0.01,0.01
서울특별시 중구,1114012900.0,1,S010002372,서울남산초등학교,2,N,하반기,적합,477.0,,해당없음,,,적합,20.0,,적합,0.0,,적합,0.02,,해당없음,,
서울특별시 용산구,1117011300.0,1,S010002373,서울남정초등학교,2,N,상반기,적합,403.0,,적합,2.0,,적합,20.0,,적합,47.0,,적합,0.02,,해당없음,,
서울특별시 용산구,1117011300.0,1,S010002373,서울남정초등학교,2,N,하반기,적합,335.0,,적합,5.0,,적합,20.0,,적합,55.0,,적합,0.02,,적합,0.0,
서울특별시 중구,1114016700.0,1,S010002375,서울덕수초등학교,2,N,상반기,적합,279.0,,적합,3.0,,적합,20.0,,적합,17.0,,적합,0.02,,해당없음,,
서울특별시 중구,1114016700.0,1,S010002375,서울덕수초등학교,2,N,하반기,적합,279.0,,적합,3.0,,적합,20.0,,적합,17.0,,적합,0.02,,미실시,,
서울특별시 종로구,1111018700.0,1,S010002376,서울독립문초등학교,2,N,상반기,적합,204.0,282.3,적합,1.3,1.7,적합,20.0,,적합,82.0,,적합,0.013,0.013,해당없음,,
서울특별시 종로구,1111018700.0,1,S010002376,서울독립문초등학교,2,N,하반기,적합,610.3,,적합,1.7,,적합,20.0,,적합,44.0,,적합,0.01,,해당없음,,
서울특별시 종로구,1111011300.0,1,S010002377,서울매동초등학교,2,N,상반기,적합,296.0,,미실시,,,적합,25.0,,적합,55.0,,적합,0.03,,적합,0.0034,
서울특별시 종로구,1111011300.0,1,S010002377,서울매동초등학교,2,N,하반기,적합,396.4,,적합,4.3,,적합,24.0,,적합,136.0,,적합,0.01,,적합,0.0,
서울특별시 종로구,1111017400.0,1,S010002378,서울명신초등학교,2,N,상반기,적합,204.0,170.0,해당없음,,,적합,20.0,20.0,해당없음,,,적합,0.03,0.03,적합,0.001,0.002
서울특별시 종로구,1111017400.0,1,S010002378,서울명신초등학교,2,N,하반기,적합,246.0,,적합,5.0,,적합,20.0,,해당없음,,,적합,0.02,,적합,0.0,
서울특별시 용산구,1117013000.0,1,S010002379,서울보광초등학교,2,N,상반기,적합,286.0,309.0,적합,1.0,1.0,적합,20.0,20.0,해당없음,,,적합,0.02,0.03,적합,0.002,0.001
서울특별시 용산구,1117013000.0,1,S010002379,서울보광초등학교,2,N,하반기,적합,572.0,,적합,2.0,,적합,20.0,,해당없음,,,적합,0.02,,적합,0.0,
서울특별시 중구,1114017400.0,1,S010002380,서울봉래초등학교,2,N,상반기,적합,612.2,577.4,적합,1.0,1.0,적합,20.0,,적합,21.3,,적합,0.02,0.02,해당없음,,
서울특별시 중구,1114017400.0,1,S010002380,서울봉래초등학교,2,N,하반기,적합,296.6,,적합,0.3,,적합,20.0,,미실시,,,적합,0.0,,적합,0.0,
서울특별시 용산구,1117010100.0,1,S010002381,서울삼광초등학교,2,N,상반기,적합,143.0,157.0,적합,5.0,2.0,적합,20.0,,적합,0.0,,적합,0.02,0.02,미실시,,
서울특별시 용산구,1117010100.0,1,S010002381,서울삼광초등학교,2,N,하반기,적합,157.0,,적합,5.0,,적합,19.0,,적합,39.0,,적합,0.02,,미실시,,
서울특별시 용산구,1117013300.0,1,S010002382,서울서빙고초등학교,2,N,상반기,적합,82.0,,적합,0.1,,적합,20.0,,적합,16.1,,적합,0.011,,적합,0.01,
서울특별시 용산구,1117013300.0,1,S010002382,서울서빙고초등학교,2,N,하반기,적합,150.0,348.0,적합,0.0,0.0,적합,20.0,20.0,적합,26.8,17.1,적합,0.0,0.0,적합,0.0,0.0
서울특별시 종로구,1111018600.0,1,S010002383,서울세검정초등학교,2,N,상반기,적합,367.7,319.8,적합,3.0,5.0,적합,23.0,,적합,51.0,,적합,0.01,0.02,적합,0.0041,
서울특별시 종로구,1111018600.0,1,S010002383,서울세검정초등학교,2,N,하반기,적합,126.0,,적합,5.0,,적합,20.0,,적합,51.0,,적합,0.02,,적합,0.0,
서울특별시 성동구,1120010200.0,1,S010002384,서울숭신초등학교,2,N,상반기,미실시,,,미실시,,,미실시,,,미실시,,,미실시,,,해당없음,,
서울특별시 성동구,1120010200.0,1,S010002384,서울숭신초등학교,2,N,하반기,적합,779.0,,적합,1.0,,적합,20.0,,적합,35.0,,적합,0.01,,해당없음,,
서울특별시 용산구,1117012900.0,1,S010002385,서울신용산초등학교,2,N,상반기,적합,70.0,180.0,적합,3.0,2.0,적합,2.0,20.0,적합,148.0,0.0,적합,0.02,0.03,적합,0.001,0.001
서울특별시 용산구,1117012900.0,1,S010002385,서울신용산초등학교,2,N,하반기,적합,610.2,,적합,1.0,,적합,20.0,,적합,23.4,,적합,0.01,,적합,0.0,
서울특별시 용산구,1117012500.0,1,S010002386,서울용산초등학교,2,N,상반기,적합,333.8,353.0,적합,2.0,3.0,적합,20.0,,적합,34.1,,적합,0.01,0.02,해당없음,,
서울특별시 용산구,1117012500.0,1,S010002386,서울용산초등학교,2,N,하반기,적합,767.6,,적합,4.0,,적합,20.0,,적합,33.9,,적합,0.03,,미실시,,
서울특별시 용산구,1117010200.0,1,S010002387,서울용암초등학교,2,N,상반기,적합,267.0,,적합,1.0,,적합,20.0,,적합,45.7,,적합,0.009,,적합,0.0,
서울특별시 용산구,1117010200.0,1,S010002387,서울용암초등학교,2,N,하반기,적합,267.0,,적합,1.0,,적합,20.0,,적합,45.7,,적합,0.0,,적합,0.0,
서울특별시 용산구,1117011500.0,1,S010002388,서울원효초등학교,2,N,상반기,적합,128.0,,적합,4.0,,적합,20.0,,적합,23.0,,적합,0.02,,적합,0.001,
서울특별시 용산구,1117011500.0,1,S010002388,서울원효초등학교,2,N,하반기,적합,118.0,,적합,4.0,,적합,20.0,,적합,55.0,,적합,0.02,,적합,0.0,
서울특별시 용산구,1117013000.0,1,S010002389,서울이태원초등학교,2,N,상반기,적합,127.0,124.0,적합,2.0,5.0,적합,20.0,,적합,59.0,,적합,0.002,0.002,적합,0.002,0.002
서울특별시 용산구,1117013000.0,1,S010002389,서울이태원초등학교,2,N,하반기,적합,94.0,,적합,2.0,,적합,20.0,,적합,53.0,,적합,0.02,,적합,0.0,
서울특별시 중구,1114016200.0,1,S010002390,서울장충초등학교,2,N,상반기,적합,311.0,,적합,0.0,,적합,23.0,,적합,48.0,,적합,0.03,,적합,0.0,
서울특별시 중구,1114016200.0,1,S010002390,서울장충초등학교,2,N,하반기,적합,437.9,,적합,0.0,,적합,36.0,,적합,45.0,,적합,0.01,,해당없음,,
서울특별시 종로구,1111014600.0,1,S010002391,서울재동초등학교,2,N,상반기,적합,113.0,139.0,적합,1.0,3.0,적합,20.0,,적합,87.0,27.0,적합,0.02,0.02,적합,0.002,0.002
서울특별시 종로구,1111014600.0,1,S010002391,서울재동초등학교,2,N,하반기,적합,117.0,,적합,1.0,,적합,20.0,,적합,43.0,,적합,0.02,,적합,0.0,
서울특별시 종로구,1111017400.0,1,S010002392,서울창신초등학교,2,N,상반기,적합,242.0,,적합,1.0,,적합,20.0,,적합,60.7,,적합,0.02,,적합,0.002,
서울특별시 종로구,1111017400.0,1,S010002392,서울창신초등학교,2,N,하반기,적합,207.0,,적합,1.0,,적합,20.0,,적합,58.0,,적합,0.02,,적합,0.0,
서울특별시 중구,1114016200.0,1,S010002393,서울청구초등학교,2,N,상반기,적합,113.0,302.0,적합,2.0,,적합,20.0,,적합,18.0,,적합,0.02,,적합,0.001,
서울특별시 중구,1114016200.0,1,S010002393,서울청구초등학교,2,N,하반기,적합,113.0,,해당없음,,,적합,20.0,,적합,34.0,,적합,0.02,,적합,0.0,
서울특별시 종로구,1111010100.0,1,S010002394,서울청운초등학교,2,N,상반기,적합,269.0,,적합,2.0,,적합,20.0,,적합,48.0,,적합,0.02,,적합,0.001,
서울특별시 종로구,1111010100.0,1,S010002394,서울청운초등학교,2,N,하반기,적합,269.0,,적합,2.0,,적합,20.0,,적합,48.0,,적합,0.02,,적합,0.0,
서울특별시 용산구,1117011000.0,1,S010002395,서울청파초등학교,2,N,상반기,적합,367.0,259.0,적합,2.0,2.0,적합,20.0,20.0,적합,,13.0,적합,0.02,0.02,적합,0.002,0.001
서울특별시 용산구,1117011000.0,1,S010002395,서울청파초등학교,2,N,하반기,적합,283.0,,적합,5.0,,적합,20.0,,적합,13.0,,적합,0.02,,적합,0.0,
서울특별시 중구,1114014400.0,1,S010002396,서울충무초등학교,2,N,상반기,적합,240.0,,적합,1.0,,적합,20.0,,적합,36.0,,적합,0.02,,적합,0.002,
서울특별시 중구,1114014400.0,1,S010002396,서울충무초등학교,2,N,하반기,적합,251.0,,적합,1.0,,적합,20.0,,적합,47.0,,적합,0.02,,적합,0.0,
서울특별시 용산구,1117012800.0,1,S010002397,서울한강초등학교,2,N,상반기,적합,233.0,205.0,적합,1.0,1.0,적합,20.0,,적합,34.0,,적합,0.02,0.02,적합,0.001,0.002
서울특별시 용산구,1117012800.0,1,S010002397,서울한강초등학교,2,N,하반기,적합,172.0,,적합,1.0,,적합,20.0,,적합,37.0,,적합,0.03,,적합,0.0,
서울특별시 용산구,1117013100.0,1,S010002398,서울한남초등학교,2,N,상반기,적합,505.4,,적합,0.3,,적합,20.0,,적합,13.0,,적합,0.003,,적합,0.0,
서울특별시 용산구,1117013100.0,1,S010002398,서울한남초등학교,2,N,하반기,적합,505.4,,적합,0.3,,적합,20.0,,적합,13.0,,적합,0.0,,적합,0.0,
서울특별시 종로구,1111016900.0,1,S010002399,서울혜화초등학교,2,N,상반기,적합,153.8,,적합,3.5,,적합,20.0,,적합,0.0,,적합,0.02,,적합,0.001,
서울특별시 종로구,1111016900.0,1,S010002399,서울혜화초등학교,2,N,하반기,적합,238.0,,적합,4.0,,적합,20.0,,적합,66.0,,적합,0.02,,적합,0.0,
서울특별시 종로구,1111016200.0,1,S010002400,서울효제초등학교,2,N,상반기,적합,128.0,207.0,적합,4.0,4.0,적합,20.0,,해당없음,,,적합,0.03,0.02,적합,0.002,0.001
서울특별시 종로구,1111016200.0,1,S010002400,서울효제초등학교,2,N,하반기,적합,185.0,,적합,4.0,,적합,20.0,,적합,22.0,,적합,0.02,,적합,0.0,
서울특별시 용산구,1117010100.0,1,S010002401,서울후암초등학교,2,N,상반기,적합,232.0,335.0,적합,1.0,2.0,적합,10.0,,적합,41.2,,적합,0.012,0.015,해당없음,,
서울특별시 용산구,1117010100.0,1,S010002401,서울후암초등학교,2,N,하반기,적합,96.0,,적합,3.0,,적합,0.0,,적합,18.0,,적합,0.0,,적합,0.0,
서울특별시 중구,1114016200.0,1,S010002402,서울흥인초등학교,2,N,상반기,적합,319.0,297.0,적합,5.0,2.0,적합,20.0,,적합,28.0,,적합,0.03,0.02,해당없음,,
서울특별시 중구,1114016200.0,1,S010002402,서울흥인초등학교,2,N,하반기,적합,263.0,,적합,5.0,,적합,20.0,,적합,51.0,,적합,0.02,,해당없음,,
서울특별시 양천구,1147010100.0,1,S010002495,서울신기초등학교,2,N,상반기,적합,599.3,,적합,3.3,,적합,19.0,,적합,67.0,,적합,0.042,,해당없음,,
서울특별시 양천구,1147010100.0,1,S010002495,서울신기초등학교,2,N,하반기,적합,190.5,,적합,3.3,,적합,19.0,,해당없음,,,적합,0.0,,해당없음,,
서울특별시 금천구,1154510300.0,1,S010005177,서울금동초등학교,2,N,상반기,적합,125.0,,해당없음,,,적합,65.0,,적합,113.0,,적합,0.02,,적합,0.001,
서울특별시 금천구,1154510300.0,1,S010005177,서울금동초등학교,2,N,하반기,적합,136.0,,미실시,,,적합,20.0,,적합,59.0,,적합,0.03,,적합,0.0,
서울특별시 노원구,1135010500.0,1,S010005178,서울덕암초등학교,2,N,상반기,적합,237.0,237.0,해당없음,,,적합,20.0,,적합,13.0,,적합,0.02,0.02,해당없음,,
서울특별시 노원구,1135010500.0,1,S010005178,서울덕암초등학교,2,N,하반기,적합,205.0,,미실시,,,적합,20.0,,적합,13.0,,적합,0.02,,해당없음,,
서울특별시 관악구,1162010100.0,1,S010005179,서울봉현초등학교,2,N,상반기,적합,120.0,,해당없음,,,적합,20.0,,미실시,,,적합,0.029,,적합,0.001,
서울특별시 관악구,1162010100.0,1,S010005179,서울봉현초등학교,2,N,하반기,적합,66.0,,적합,0.0,,적합,20.0,,적합,35.0,,적합,0.02,,적합,0.0,
서울특별시 광진구,1121510300.0,1,S010005203,서울광진초등학교,2,N,상반기,적합,585.7,675.0,적합,1.0,1.0,적합,20.0,,적합,31.0,,적합,0.013,0.017,해당없음,,
서울특별시 광진구,1121510300.0,1,S010005203,서울광진초등학교,2,N,하반기,적합,108.5,,적합,0.0,,적합,20.0,,적합,12.0,,적합,0.01,,해당없음,,
서울특별시 은평구,1138010300.0,1,S010005213,서울연광초등학교,2,N,상반기,미실시,,,미실시,,,미실시,,,해당없음,,,미실시,,,해당없음,,
서울특별시 은평구,1138010300.0,1,S010005213,서울연광초등학교,2,N,하반기,적합,568.1,,적합,3.0,,적합,20.0,,미실시,,,적합,0.02,,미실시,,
서울특별시 구로구,1153010600.0,1,S010005214,서울고원초등학교,2,N,상반기,적합,557.3,,해당없음,,,적합,20.0,,적합,60.8,,적합,0.02,,적합,0.002,
서울특별시 구로구,1153010600.0,1,S010005214,서울고원초등학교,2,N,하반기,적합,770.2,,적합,0.0,,적합,20.0,,적합,60.8,,적합,0.01,,적합,0.0,
서울특별시 도봉구,1132010700.0,1,S010005215,서울가인초등학교,2,N,상반기,적합,189.0,164.0,해당없음,,,적합,20.0,,적합,58.0,,적합,0.02,0.02,적합,0.01,
서울특별시 도봉구,1132010700.0,1,S010005215,서울가인초등학교,2,N,하반기,적합,333.0,,해당없음,,,적합,20.0,,적합,58.0,,적합,0.06,,적합,0.01,
서울특별시 중랑구,1126010400.0,1,S010005236,서울묵현초등학교,2,N,상반기,적합,442.0,,적합,0.0,,적합,20.0,,적합,9.4,,적합,0.01,,해당없음,,
서울특별시 중랑구,1126010400.0,1,S010005236,서울묵현초등학교,2,N,하반기,적합,442.0,,적합,0.0,,적합,0.0,,적합,9.4,,적합,0.01,,해당없음,,
서울특별시 광진구,1121510400.0,1,S010005241,서울양진초등학교,2,N,상반기,적합,641.3,,적합,1.0,,적합,20.0,,적합,47.1,,적합,0.023,,적합,0.0,
서울특별시 광진구,1121510400.0,1,S010005241,서울양진초등학교,2,N,하반기,적합,170.0,,적합,0.0,,적합,0.0,,적합,32.3,,적합,0.01,,적합,0.0,
서울특별시 성동구,1120010500.0,1,S010005244,서울마장초등학교,2,N,상반기,적합,116.3,,적합,2.3,,적합,20.0,,적합,51.5,,적합,0.01,,해당없음,,
서울특별시 성동구,1120010500.0,1,S010005244,서울마장초등학교,2,N,하반기,적합,305.9,,적합,0.7,,적합,20.0,,적합,50.8,,적합,0.01,,해당없음,,
서울특별시 은평구,1138010900.0,1,S010005247,서울서신초등학교,2,N,상반기,적합,647.0,540.0,적합,3.0,1.0,적합,10.0,10.0,적합,1.0,1.0,적합,0.016,0.017,해당없음,,
서울특별시 은평구,1138010900.0,1,S010005247,서울서신초등학교,2,N,하반기,적합,721.0,,적합,2.0,,적합,20.0,,적합,148.0,,적합,0.01,,해당없음,,
서울특별시 성북구,1129013900.0,1,S010005249,서울석계초등학교,2,N,상반기,적합,647.0,478.0,해당없음,,,적합,20.0,,적합,13.2,,적합,0.025,0.029,해당없음,,
서울특별시 성북구,1129013900.0,1,S010005249,서울석계초등학교,2,N,하반기,적합,322.0,,미실시,,,적합,20.0,,적합,32.0,,적합,0.03,,미실시,,
서울특별시 동작구,1159010900.0,1,S010005251,서울보라매초등학교,2,N,상반기,적합,406.0,374.0,적합,0.0,,적합,20.0,,적합,32.0,,적합,0.027,0.026,해당없음,,
