"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","예결산구분","세입세출구분","인적자원운용","학생복지/교육격차해소","기본적교육활동","선택적교육활동","교육활동지원","학교일반운영","학교시설확충","학교재무활동"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S000003511","서울교육대학교부설초등학교","02","국립","N","","복식부기","예산세출","74320000","58740000","279558000","112735000","125597000","450035000","10800000","503000"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 종로구","S000003563","서울대학교사범대학부설초등학교","02","국립","N","","복식부기","예산세출","0","10500000","70700000","278870000","0","700000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000737","서울개원초등학교","02","공립","N","","복식부기","예산세출","23710000","256045000","169160000","268696000","430986000","321901000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000738","서울개일초등학교","02","공립","N","","복식부기","예산세출","20560000","110526000","148270000","18084000","70463000","357898000","0","20000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000739","서울개포초등학교","02","공립","N","","복식부기","예산세출","28197000","189827000","178904000","24000000","66296000","391181000","0","5000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000741","서울구룡초등학교","02","공립","N","","복식부기","예산세출","17940000","97832000","194263000","25310000","108854000","332531000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000742","서울논현초등학교","02","공립","N","","복식부기","예산세출","19750000","157077000","95910000","23100000","56594000","365622000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000743","서울대곡초등학교","02","공립","N","","복식부기","예산세출","60873000","182886000","366174000","643781000","107713000","409082000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000744","서울대도초등학교","02","공립","N","","복식부기","예산세출","21300000","127943000","228840000","22180000","100303000","452427000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000745","서울대모초등학교","02","공립","N","","복식부기","예산세출","35635000","164647000","226642000","328290000","77185000","292256000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000746","서울대왕초등학교","02","공립","N","","복식부기","예산세출","23130000","132011000","148250000","20200000","107207000","347577000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000747","서울대진초등학교","02","공립","N","","복식부기","예산세출","11970000","142078000","83005000","154029000","109010000","274242000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000748","서울대청초등학교","02","공립","N","","복식부기","예산세출","19380000","101032000","145876000","38700000","36831000","271358000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000749","서울대치초등학교","02","공립","N","","복식부기","예산세출","13580000","82568000","194899000","14800000","74450000","473914000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000750","서울대현초등학교","02","공립","N","","복식부기","예산세출","20140000","139400000","196627000","18800000","89535000","295157000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000751","서울도곡초등학교","02","공립","N","","복식부기","예산세출","19620000","74290000","195818000","675788000","140559000","569356000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000752","서울도성초등학교","02","공립","N","","복식부기","예산세출","16900000","160199000","250968000","17300000","114274000","426272000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000753","서울반원초등학교","02","공립","N","","복식부기","예산세출","48620000","259374000","213010000","879449000","88917000","364938000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000755","서울방배초등학교","02","공립","N","","복식부기","예산세출","28730000","164498000","138000000","583545000","100374000","362033000","2600000","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000756","서울방일초등학교","02","공립","N","","복식부기","예산세출","21740000","137982000","179778000","18781000","57804000","361256000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000757","서울방현초등학교","02","공립","N","","복식부기","예산세출","14035000","106464000","63880000","102300000","48578000","280183000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000758","서울봉은초등학교","02","공립","N","","복식부기","예산세출","16140000","116006000","143922000","351880000","65657000","301298000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000759","서울삼릉초등학교","02","공립","N","","복식부기","예산세출","19874000","157783000","170394000","378700000","75157000","249152000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000760","서울서래초등학교","02","공립","N","","복식부기","예산세출","26350000","138111000","188416000","22000000","75296000","375853000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000761","서울서원초등학교","02","공립","N","","복식부기","예산세출","45350000","114309000","222482000","19700000","81659000","492932000","0","1000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000762","서울서이초등학교","02","공립","N","","복식부기","예산세출","28718000","130576000","221024000","199405000","90960000","385008000","0","50000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000763","서울서일초등학교","02","공립","N","","복식부기","예산세출","19948000","155058000","129982000","242770000","65529000","245447000","7247000","300000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000764","서울서초초등학교","02","공립","N","","복식부기","예산세출","19185000","173544000","186084000","569664000","72730000","388331000","0","2000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000765","서울수서초등학교","02","공립","N","","복식부기","예산세출","12450000","146041000","76705000","17400000","77765000","288064000","0","5000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000766","서울신구초등학교","02","공립","N","","복식부기","예산세출","22170000","212177000","131452000","22452000","116210000","377215000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000767","서울신동초등학교","02","공립","N","","복식부기","예산세출","18340000","129703000","214500000","21650000","114610000","269333000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000768","서울신중초등학교","02","공립","N","","복식부기","예산세출","28250000","151343000","168410000","64000000","77395000","363181000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000769","서울압구정초등학교","02","공립","N","","복식부기","예산세출","26520000","196874000","218850000","643700000","94611000","295059000","30000000","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000770","서울양재초등학교","02","공립","N","","복식부기","예산세출","20190000","146956000","166765000","153211000","55441000","280181000","0","1500000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000771","서울양전초등학교","02","공립","N","","복식부기","예산세출","17240000","66690000","92750000","16000000","62820000","327675000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000772","서울언남초등학교","02","공립","N","","복식부기","예산세출","19255000","101577000","161738000","23585000","68932000","486500000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000773","서울언북초등학교","02","공립","N","","복식부기","예산세출","40576000","178126000","280310000","35480000","134332000","832704000","146000000","1080000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000774","서울언주초등학교","02","공립","N","","복식부기","예산세출","39860000","185107000","276925000","36640000","109574000","344410000","98000000","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000775","서울역삼초등학교","02","공립","N","","복식부기","예산세출","16790000","182313000","132290000","316571000","45211000","298451000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000776","서울영희초등학교","02","공립","N","","복식부기","예산세출","23615000","121060000","89819000","158126000","65799000","421311000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000777","서울왕북초등학교","02","공립","N","","복식부기","예산세출","17290000","130450000","150309000","17400000","71250000","377247000","0","2000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000778","서울우암초등학교","02","공립","N","","복식부기","예산세출","16750000","51270000","105535000","176770000","55578000","300431000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000779","서울원명초등학교","02","공립","N","","복식부기","예산세출","18090000","105810000","165652000","31800000","67547000","391091000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000780","서울원촌초등학교","02","공립","N","","복식부기","예산세출","29335000","88371000","182053000","17755000","75017000","411574000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000781","서울이수초등학교","02","공립","N","","복식부기","예산세출","31463000","120471000","145105000","60832000","60647000","305899000","0","5000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000782","서울일원초등학교","02","공립","N","","복식부기","예산세출","25855000","163327000","243283000","149668000","125248000","440881000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000783","서울잠원초등학교","02","공립","N","","복식부기","예산세출","36480000","260286000","224330000","1234000000","127376000","466137000","0","2000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000784","서울청담초등학교","02","공립","N","","복식부기","예산세출","18850000","132913000","139060000","366200000","79524000","297090000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000785","서울포이초등학교","02","공립","N","","복식부기","예산세출","28400000","127345000","105980000","178020000","136936000","523206000","108000000","1000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000786","서울학동초등학교","02","공립","N","","복식부기","예산세출","23080000","150011000","160412000","317732000","83320000","314110000","0","1000000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000897","서울가동초등학교","02","공립","N","","복식부기","예산세출","26000000","152903000","169445000","488571000","60530000","432952000","2400000","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000898","서울가락초등학교","02","공립","N","","복식부기","예산세출","33313000","192671000","255438000","597250000","91020000","384708000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000899","서울가원초등학교","02","공립","N","","복식부기","예산세출","23112000","140522000","133516000","289554000","76295000","300161000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000900","서울가주초등학교","02","공립","N","","복식부기","예산세출","18585000","147951000","170825000","365670000","117664000","345306000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000901","서울강덕초등학교","02","공립","N","","복식부기","예산세출","20155000","94307000","169160000","24580000","64113000","474689000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000902","서울강동초등학교","02","공립","N","","복식부기","예산세출","16840000","148588000","129066000","19120000","56359000","391979000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000903","서울강일초등학교","02","공립","N","","복식부기","예산세출","14400000","106604000","116238000","267830000","107202000","389040000","0","1000000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000904","서울거여초등학교","02","공립","N","","복식부기","예산세출","30780000","198233000","170290000","483100000","184950000","360334000","0","10000000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000905","서울거원초등학교","02","공립","N","","복식부기","예산세출","11780000","185765000","168357000","267600000","109296000","442498000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000906","서울고덕초등학교","02","공립","N","","복식부기","예산세출","27974000","125922000","169240000","322476000","80438000","325836000","0","5000000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000907","서울고명초등학교","02","공립","N","","복식부기","예산세출","15210000","173494000","159610000","90525000","67407000","327888000","0","10000000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000908","서울고일초등학교","02","공립","N","","복식부기","예산세출","27700000","286636000","478820000","786500000","88493000","483098000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000909","서울길동초등학교","02","공립","N","","복식부기","예산세출","19240000","114714000","154338000","23922000","72801000","369012000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000910","서울남천초등학교","02","공립","N","","복식부기","예산세출","28100000","148152000","120464000","75116000","44581000","306054000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000911","서울대명초등학교","02","공립","N","","복식부기","예산세출","41670000","75038000","134900000","467152000","80097000","397752000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000913","서울마천초등학교","02","공립","N","","복식부기","예산세출","27565000","179455000","127617000","38959000","76660000","403930000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000914","서울명덕초등학교","02","공립","N","","복식부기","예산세출","27030000","268573000","351040000","642250000","89298000","386690000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000915","서울명원초등학교","02","공립","N","","복식부기","예산세출","16300000","87431000","121434000","21761000","161687000","315456000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000916","서울명일초등학교","02","공립","N","","복식부기","예산세출","22590000","135478000","209980000","288000000","73187000","373701000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000917","서울묘곡초등학교","02","공립","N","","복식부기","예산세출","35970000","239580000","322111000","552934000","99959000","411826000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000918","서울문덕초등학교","02","공립","N","","복식부기","예산세출","27750000","165591000","159554000","205521000","45984000","288420000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000919","서울문정초등학교","02","공립","N","","복식부기","예산세출","28540000","105435000","137500000","360150000","81372000","383500000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000920","서울방산초등학교","02","공립","N","","복식부기","예산세출","15800000","143010000","174370000","408564000","65263000","298206000","0","2000000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000921","서울방이초등학교","02","공립","N","","복식부기","예산세출","11640000","89425000","123725000","181848000","65423000","368474000","0","1000000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000922","서울삼전초등학교","02","공립","N","","복식부기","예산세출","22800000","167238000","244026000","366100000","59064000","438067000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000923","서울상일초등학교","02","공립","N","","복식부기","예산세출","14140000","96565000","74720000","180936000","43468000","321826000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000924","서울석촌초등학교","02","공립","N","","복식부기","예산세출","28162000","177277000","220074000","354363000","72324000","376162000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000925","서울선린초등학교","02","공립","N","","복식부기","예산세출","23546000","211649000","139289000","307482000","71671000","277841000","0","1500000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000926","서울선사초등학교","02","공립","N","","복식부기","예산세출","23865000","117352000","169220000","294700000","63910000","364537000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000927","서울성내초등학교","02","공립","N","","복식부기","예산세출","30780000","197467000","188846000","473430000","74133000","317867000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000928","서울성일초등학교","02","공립","N","","복식부기","예산세출","23190000","188366000","199940000","33720000","174067000","686086000","102600000","10000000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000929","서울세륜초등학교","02","공립","N","","복식부기","예산세출","17985000","175053000","133090000","486385000","78449000","340406000","0","500000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000930","서울송전초등학교","02","공립","N","","복식부기","예산세출","20750000","180876000","193373000","502044000","63484000","322681000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000931","서울송파초등학교","02","공립","N","","복식부기","예산세출","19330000","171243000","132735000","216100000","75459000","328944000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000932","서울신가초등학교","02","공립","N","","복식부기","예산세출","25435000","167975000","157095000","308130000","79905000","324456000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000933","서울신명초등학교","02","공립","N","","복식부기","예산세출","23153000","105850000","130430000","17550000","85878000","287757000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000934","서울신암초등학교","02","공립","N","","복식부기","예산세출","17750000","118642000","171810000","332635000","128727000","424066000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000935","서울신천초등학교","02","공립","N","","복식부기","예산세출","12155000","122749000","148950000","463394000","90744000","356304000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000936","서울아주초등학교","02","공립","N","","복식부기","예산세출","13050000","76125000","157140000","210150000","85189000","380594000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000937","서울영풍초등학교","02","공립","N","","복식부기","예산세출","17530000","961489000","122689000","619750000","117134000","422961000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000938","서울오금초등학교","02","공립","N","","복식부기","예산세출","21290000","151785000","219264000","325062000","53994000","342716000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000939","서울오륜초등학교","02","공립","N","","복식부기","예산세출","18000000","135701000","112370000","431090000","66407000","326478000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000941","서울잠동초등학교","02","공립","N","","복식부기","예산세출","21660000","132604000","194320000","247852000","79324000","326742000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000942","서울잠신초등학교","02","공립","N","","복식부기","예산세출","90570000","214402000","219565000","817499000","75039000","451624000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000943","서울잠실초등학교","02","공립","N","","복식부기","예산세출","25993000","151357000","212993000","584693000","95278000","316952000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000944","서울잠일초등학교","02","공립","N","","복식부기","예산세출","27742000","138644000","293235000","22660000","123713000","407304000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000945","서울잠전초등학교","02","공립","N","","복식부기","예산세출","20644000","163552000","145591000","398232000","76543000","313145000","3830000","10000000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000946","서울중대초등학교","02","공립","N","","복식부기","예산세출","26160000","139253000","202778000","200590000","92077000","315126000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000947","서울천동초등학교","02","공립","N","","복식부기","예산세출","21880000","166431000","172014000","596464000","95735000","405811000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000948","서울천일초등학교","02","공립","N","","복식부기","예산세출","15140000","131443000","102503000","108969000","92201000","314913000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000949","서울천호초등학교","02","공립","N","","복식부기","예산세출","21800000","225958000","181350000","320078000","55167000","350066000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000950","서울토성초등학교","02","공립","N","","복식부기","예산세출","22640000","48585000","98951000","24631000","47117000","488343000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000951","서울평화초등학교","02","공립","N","","복식부기","예산세출","22070000","54045000","97760000","12442000","38085000","292061000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000952","서울풍납초등학교","02","공립","N","","복식부기","예산세출","20140000","126083000","111918000","141565000","51514000","329697000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000953","서울풍성초등학교","02","공립","N","","복식부기","예산세출","23060000","146314000","106662000","150034000","73930000","235375000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000954","서울한산초등학교","02","공립","N","","복식부기","예산세출","17100000","151940000","112984000","120470000","90898000","419364000","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001004","서울가곡초등학교","02","공립","N","","복식부기","예산세출","18410000","118294000","174683000","327059000","63323000","368992000","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001005","서울가양초등학교","02","공립","N","","복식부기","예산세출","14315000","96063000","147125000","34548000","38721000","256068000","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001006","서울갈산초등학교","02","공립","N","","복식부기","예산세출","19000000","182528000","167141000","932752000","71711000","339336000","0","5000000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001007","서울강서초등학교","02","공립","N","","복식부기","예산세출","24025000","221505000","218670000","20996000","138286000","356508000","3000000","1000000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001008","서울강신초등학교","02","공립","N","","복식부기","예산세출","23213000","144695000","131670000","258458000","88034000","354360000","0","20000000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001009","서울강월초등학교","02","공립","N","","복식부기","예산세출","19680000","171162000","125230000","29771000","60656000","355160000","0","150000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001010","서울개화초등학교","02","공립","N","","복식부기","예산세출","14690000","108308000","87540000","76713000","46887000","261131000","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001011","서울경인초등학교","02","공립","N","","복식부기","예산세출","17040000","265552000","240104000","126580000","79154000","264670000","0","1000000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001012","서울계남초등학교","02","공립","N","","복식부기","예산세출","23750000","177417000","158240000","300500000","62903000","354209000","0","2000000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001013","서울공진초등학교","02","공립","N","","복식부기","예산세출","147977000","1802687000","322430000","844442000","193410000","518350000","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001014","서울공항초등학교","02","공립","N","","복식부기","예산세출","35763000","318787000","319248000","683500000","82883000","482471000","0","300000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001015","서울남명초등학교","02","공립","N","","복식부기","예산세출","20765000","175227000","163210000","105656000","60421000","285586000","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001016","서울내발산초등학교","02","공립","N","","복식부기","예산세출","24895000","271556000","261007000","472898000","120168000","387520000","0","2000000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001017","서울등명초등학교","02","공립","N","","복식부기","예산세출","11240000","121592000","110174000","77100000","87979000","258781000","0","10000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001018","서울등서초등학교","02","공립","N","","복식부기","예산세출","18480000","77540000","132700000","17768000","51942000","335354000","0","1000000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001019","서울등양초등학교","02","공립","N","","복식부기","예산세출","9733000","77925000","101090000","120380000","64445000","299844000","0","1000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001020","서울등원초등학교","02","공립","N","","복식부기","예산세출","18360000","117282000","76940000","18000000","107735000","266374000","0","5000000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001021","서울등촌초등학교","02","공립","N","","복식부기","예산세출","17670000","81055000","125721000","123928000","59550000","348706000","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001022","서울등현초등학교","02","공립","N","","복식부기","예산세출","25614000","137855000","139450000","15500000","63483000","316869000","0","4017000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001023","서울목동초등학교","02","공립","N","","복식부기","예산세출","22930000","236784000","211707000","30996000","82695000","411942000","3000000","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001024","서울목원초등학교","02","공립","N","","복식부기","예산세출","16065000","133207000","110702000","184400000","50451000","273696000","0","1452000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001025","서울발산초등학교","02","공립","N","","복식부기","예산세출","24125000","68746000","190375000","153684000","90589000","422522000","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001026","서울방화초등학교","02","공립","N","","복식부기","예산세출","19400000","111808000","121862000","18650000","96699000","366319000","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001027","서울백석초등학교","02","공립","N","","복식부기","예산세출","23968000","126849000","136103000","15760000","99797000","320065000","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001028","서울삼정초등학교","02","공립","N","","복식부기","예산세출","9190000","141324000","74722000","19270000","92105000","266705000","0","2000000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001029","서울서정초등학교","02","공립","N","","복식부기","예산세출","11210000","125418000","162900000","331370000","109608000","337068000","0","2000000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001030","서울송정초등학교","02","공립","N","","복식부기","예산세출","38230000","93082000","120210000","26080000","136514000","377947000","2000000","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001031","서울송화초등학교","02","공립","N","","복식부기","예산세출","31230000","218780000","228300000","495292000","80971000","433670000","0","10000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001032","서울신강초등학교","02","공립","N","","복식부기","예산세출","13480000","104279000","78040000","10800000","50305000","345877000","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001033","서울신곡초등학교","02","공립","N","","복식부기","예산세출","17860000","139435000","158441000","153048000","136637000","317430000","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001034","서울신남초등학교","02","공립","N","","복식부기","예산세출","28580000","218232000","255300000","109392000","64931000","309250000","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001035","서울신목초등학교","02","공립","N","","복식부기","예산세출","14650000","122871000","178200000","23080000","75094000","327634000","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001036","서울신서초등학교","02","공립","N","","복식부기","예산세출","27850000","180778000","280205000","468153000","72956000","321466000","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001037","서울신원초등학교","02","공립","N","","복식부기","예산세출","23815000","112414000","131229000","18100000","64062000","323790000","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001038","서울신월초등학교","02","공립","N","","복식부기","예산세출","26470000","213874000","120295000","313775000","74258000","370854000","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001039","서울신정초등학교","02","공립","N","","복식부기","예산세출","31490000","289759000","260270000","568000000","94416000","550722000","100000000","0"
